595.9740094808627 , 69094.81935815907 , 853.4605693673842
653.7947907763761 , 69094.81935815907 , 665.4206497949953
735.129121062864 , 69094.81935815907 , 1103.6601519520555
864.3749164614405 , 69094.81935815907 , 1074.1221892310386
1067.7352028409596 , 69094.81935815907 , 1459.5146450205882
1238.9650065233482 , 69094.81935815907 , 1553.2706928267755
1412.2830751664126 , 69094.81935815907 , 1914.1629806078954
1639.0792077860501 , 69094.81935815907 , 2138.011777598717
1908.4693294070346 , 69094.81935815907 , 2499.9434105079154
2261.046212918444 , 69094.81935815907 , 2962.0213303162905
2632.3933988555104 , 69094.81935815907 , 3339.2847015750767
3005.4200485835972 , 69094.81935815907 , 4013.8367290173946
3559.371146237945 , 69094.81935815907 , 4529.374598472015
4106.815131776755 , 69094.81935815907 , 5307.546923923291
4758.5076017018855 , 69094.81935815907 , 6208.566189392478
5492.154096451641 , 69094.81935815907 , 6947.107563793946
6305.398878081473 , 69094.81935815907 , 8139.60390065017
7149.797283786434 , 69094.81935815907 , 9220.847179595476
8336.559493448121 , 69094.81935815907 , 10644.838879157973
9492.683107336334 , 69094.81935815907 , 12017.739426649434
11205.868683383738 , 69094.81935815907 , 14505.102169378615
12153.92549830322 , 69094.81935815907 , 15828.171008077361
14216.325501075744 , 69094.81935815907 , 18209.4834181948
16223.578167357877 , 69094.81935815907 , 20599.47530208726
18583.51739487558 , 69094.81935815907 , 23664.582909855195
21388.285070263682 , 69094.81935815907 , 26979.815573125383
23784.13578253858 , 69094.81935815907 , 31157.36535552256
27807.546272326264 , 69094.81935815907 , 34146.83030590612
31936.927980127974 , 69094.81935815907 , 40648.21721260597
35061.70259686921 , 69094.81935815907 , 45349.634928812105
42091.01433856498 , 69094.81935815907 , 51193.659140260526
48302.59270722511 , 69094.81935815907 , 58926.13246751795
53530.82607440702 , 69094.81935815907 , 68663.44376063209
62939.27347874416 , 69094.81935815907 , 72952.61016153466
71418.00253410636 , 69094.81935815907 , 91168.7229958181
