Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,1027.390015,1027.390015,1021.010010,1021.010010,362.890839,6268
2000-01-05,989.099976,990.695007,989.099976,990.695007,352.116089,34288
2000-01-06,1005.049988,1021.010010,1005.049988,1021.010010,362.890839,36043
2000-01-07,1021.010010,1036.959961,1021.010010,1021.010010,362.890839,38550
2000-01-10,1021.010010,1068.869995,1021.010010,1068.869995,379.901398,22566
2000-01-11,1116.719971,1116.719971,1084.819946,1084.819946,385.570374,36670
2000-01-12,1084.819946,1084.819946,1084.819946,1084.819946,385.570374,6300
2000-01-13,1083.219971,1084.819946,1072.060059,1084.819946,385.570374,66701
2000-01-14,1116.719971,1132.680054,1100.770020,1100.770020,391.239410,110761
2000-01-17,1140.660034,1140.660034,1129.489990,1129.489990,401.447266,22033
2000-01-18,1123.109985,1123.109985,1103.959961,1103.959961,392.373230,18015
2000-01-19,1103.959961,1103.959961,1103.959961,1095.989990,389.540558,6582
2000-01-20,1091.199951,1091.199951,1084.819946,1084.819946,385.570374,4388
2000-01-21,1068.869995,1068.869995,1021.010010,1046.530029,371.961182,151932
2000-01-24,1046.530029,1046.530029,1036.959961,1036.959961,368.559875,125680
2000-01-25,1021.010010,1022.599976,1014.619995,1014.619995,360.619720,235689
2000-01-26,1017.820007,1019.409973,1017.820007,1019.409973,362.322266,409149
2000-01-27,1014.619995,1014.619995,995.481018,995.481018,353.817291,1601871
2000-01-28,995.481018,995.481018,995.481018,995.481018,353.817291,37532
2000-01-31,998.671997,998.671997,998.671997,998.671997,354.951416,30166
2000-02-01,1005.049988,1021.010010,1005.049988,1005.049988,357.218201,2821
2000-02-02,1051.319946,1052.910034,1051.319946,1051.319946,373.663666,35729
2000-02-03,1052.910034,1052.910034,1052.910034,1052.910034,374.228882,6268
2000-02-04,1052.910034,1052.910034,1052.910034,1052.910034,374.228882,28731
2000-02-07,1068.869995,1068.869995,1036.959961,1036.959961,368.559875,0
2000-02-08,1056.099976,1056.099976,1056.099976,1056.099976,375.362640,4748
2000-02-09,1084.819946,1084.819946,1084.819946,1084.819946,385.570374,1567
2000-02-10,1084.819946,1084.819946,1076.839966,1076.839966,382.734070,0
2000-02-11,1084.819946,1084.819946,1084.819946,1084.819946,385.570374,4827
2000-02-14,1116.719971,1116.719971,1081.630005,1081.630005,384.436584,8776
2000-02-15,1081.630005,1081.630005,1081.630005,1081.630005,384.436584,18178
2000-02-16,1057.699951,1057.699951,1052.910034,1052.910034,374.228882,9982
2000-02-17,1052.910034,1081.630005,1052.910034,1081.630005,384.436584,885401
2000-02-18,1081.630005,1081.630005,1052.910034,1052.910034,374.228882,8227
2000-02-21,1052.910034,1052.910034,989.099976,989.099976,351.549377,0
2000-02-22,1052.910034,1052.910034,1049.719971,1049.719971,373.095062,1724
2000-02-23,1033.770020,1033.770020,989.099976,989.099976,351.549377,0
2000-02-24,1022.599976,1022.599976,990.695007,995.481018,353.817291,15044
2000-02-25,995.481018,995.481018,989.099976,989.099976,351.549377,93486
2000-02-28,925.286987,933.263000,925.286987,933.263000,331.703552,79370
2000-02-29,941.239990,944.431030,933.263000,933.263000,331.703552,51657
2000-03-01,941.239990,961.979004,941.239990,961.979004,341.909790,18648
2000-03-02,965.169983,965.169983,960.383972,963.573975,342.476807,71616
2000-03-03,960.383972,960.383972,941.239990,957.192993,340.208801,25700
2000-03-06,925.286987,925.286987,925.286987,925.286987,328.868591,8462
2000-03-07,925.286987,944.431030,925.286987,925.286987,328.868591,63467
2000-03-08,963.573975,963.573975,960.383972,957.192993,340.208801,1943
2000-03-09,957.192993,960.383972,950.812012,957.192993,340.208801,91204
2000-03-10,957.192993,957.192993,950.812012,950.812012,337.940948,293358
2000-03-13,950.812012,950.812012,950.812012,950.812012,337.940948,0
2000-03-14,944.431030,963.573975,938.049011,963.573975,342.476807,88070
2000-03-15,960.383972,960.383972,957.192993,957.192993,340.208801,119725
2000-03-16,963.573975,963.573975,957.192993,957.192993,340.208801,67438
2000-03-17,957.192993,1001.859985,957.192993,995.481018,353.817291,136932
2000-03-20,1001.859985,1001.859985,989.099976,989.099976,351.549377,29746
2000-03-21,989.099976,989.099976,989.099976,989.099976,351.549377,0
2000-03-22,989.099976,1021.010010,989.099976,1005.049988,357.218201,594864
2000-03-23,1021.010010,1021.010010,1021.010010,1021.010010,362.890839,627
2000-03-24,1052.910034,1052.910034,1052.910034,1052.910034,374.228882,3134
2000-03-27,1052.910034,1084.819946,1052.910034,1068.869995,379.901398,11596
2000-03-28,1068.869995,1068.869995,1068.869995,1052.910034,374.228882,31342
2000-03-29,1052.910034,1052.910034,1052.910034,1052.910034,374.228882,1880
2000-03-30,1052.910034,1052.910034,1052.910034,1052.910034,374.228882,1880
2000-03-31,1052.910034,1052.910034,1021.010010,1021.010010,362.890839,2507
2000-04-03,1021.010010,1021.010010,989.099976,989.099976,351.549377,947520
2000-04-04,1021.010010,1021.010010,1021.010010,1021.010010,362.890839,22879
2000-04-05,1021.010010,1021.010010,1021.010010,1021.010010,362.890839,627
2000-04-06,1021.010010,1021.010010,976.336975,976.336975,347.012909,0
2000-04-07,976.336975,976.336975,976.336975,976.336975,347.012909,3134
2000-04-10,973.145996,973.145996,973.145996,973.145996,345.878876,470
2000-04-11,973.145996,973.145996,957.192993,957.192993,340.208801,631879
2000-04-12,957.192993,957.192993,925.286987,925.286987,328.868591,556123
2000-04-13,925.286987,925.286987,925.286987,925.286987,328.868591,16812
2000-04-14,893.380005,957.192993,893.380005,893.380005,317.528290,7209
2000-04-17,899.762024,899.762024,835.948975,835.948975,297.115753,0
2000-04-18,957.192993,957.192993,941.239990,941.239990,334.538696,7522
2000-04-19,931.668030,931.668030,925.286987,925.286987,328.868591,4388
2000-04-20,931.668030,931.668030,931.668030,931.668030,331.136566,125367
2000-04-21,931.668030,931.668030,931.668030,931.668030,331.136566,0
2000-04-24,931.668030,931.668030,931.668030,931.668030,331.136566,0
2000-04-25,925.286987,931.668030,925.286987,925.286987,328.868591,45289
2000-04-26,933.263000,933.263000,933.263000,933.263000,331.703552,23820
2000-04-27,933.263000,933.263000,933.263000,933.263000,331.703552,0
2000-04-28,933.263000,933.263000,933.263000,933.263000,331.703552,68275
2000-05-01,933.263000,933.263000,933.263000,933.263000,331.703552,0
2000-05-02,938.049011,938.049011,938.049011,938.049011,333.404480,91831
2000-05-03,938.049011,938.049011,938.049011,938.049011,333.404480,2821
2000-05-04,938.049011,938.049011,933.263000,933.263000,331.703552,11502
2000-05-05,909.333984,909.333984,909.333984,909.333984,323.198547,313
2000-05-08,957.192993,957.192993,957.192993,957.192993,340.208801,1567
2000-05-09,957.192993,957.192993,957.192993,957.192993,340.208801,0
2000-05-10,957.192993,957.192993,952.406982,952.406982,338.507751,130068
2000-05-11,952.406982,952.406982,952.406982,952.406982,338.507751,54114
2000-05-12,952.406982,952.406982,941.239990,941.239990,334.538696,7130
2000-05-15,944.431030,944.431030,944.431030,944.431030,335.672882,1880
2000-05-16,944.431030,957.192993,944.431030,944.431030,335.672882,24133
2000-05-17,957.192993,957.192993,955.598022,955.598022,339.641968,15044
2000-05-18,941.239990,957.192993,941.239990,957.192993,340.208801,64564
2000-05-19,941.239990,941.239990,925.286987,925.286987,328.868591,19118
2000-05-22,925.286987,925.286987,925.286987,925.286987,328.868591,5955
2000-05-23,944.431030,957.192993,944.431030,944.431030,335.672882,46041
2000-05-24,954.002991,954.002991,941.239990,941.239990,334.538696,0
2000-05-25,950.812012,989.099976,950.812012,950.812012,337.940948,133829
2000-05-26,989.099976,1021.010010,989.099976,1024.199951,364.024597,169558
2000-05-29,1024.199951,1040.150024,1024.199951,1024.199951,364.024597,9402
2000-05-30,1051.319946,1068.869995,1051.319946,1051.319946,373.663666,87913
2000-05-31,1046.530029,1046.530029,1021.010010,1021.010010,362.890839,17238
2000-06-01,1052.910034,1052.910034,1052.910034,1052.910034,374.228882,16454
2000-06-02,1052.910034,1052.910034,1043.339966,1043.339966,370.827484,10029
2000-06-05,1036.959961,1043.339966,1036.959961,1036.959961,368.559875,8462
2000-06-06,1052.910034,1076.839966,1052.910034,1052.910034,374.228882,52967
2000-06-07,1078.439941,1078.439941,1076.839966,1076.839966,382.734070,627
2000-06-08,1084.819946,1084.819946,1036.959961,1036.959961,368.559875,5533366
2000-06-09,1043.339966,1046.530029,1036.959961,1036.959961,368.559875,345473
2000-06-12,1046.530029,1052.910034,1046.530029,1046.530029,371.961182,196011
2000-06-13,1052.910034,1092.800049,1052.910034,1052.910034,374.228882,283015
2000-06-14,1100.770020,1103.959961,1092.800049,1092.800049,388.406586,160030
2000-06-15,1116.719971,1260.300049,1116.719971,1116.719971,396.908417,333475
2000-06-16,1116.719971,1116.719971,1116.719971,1116.719971,396.908417,0
2000-06-19,1116.719971,1116.719971,1116.719971,1116.719971,396.908417,0
2000-06-20,1212.439941,1218.829956,1206.060059,1206.060059,428.661835,263270
2000-06-21,1228.400024,1228.400024,1226.800049,1226.800049,436.033478,46574
2000-06-22,1244.349976,1244.349976,1242.760010,1242.760010,441.705994,5610
2000-06-23,1228.400024,1228.400024,1228.400024,1228.400024,436.602020,45132
2000-06-26,1228.400024,1252.329956,1220.420044,1220.420044,433.765839,94210
2000-06-27,1252.329956,1260.300049,1244.349976,1244.349976,442.271118,845284
2000-06-28,1260.300049,1268.280029,1255.520020,1255.520020,446.241180,170260
2000-06-29,1260.300049,1308.160034,1260.300049,1260.300049,447.940094,520302
2000-06-30,1308.160034,1340.069946,1301.780029,1301.780029,462.683075,599678
2000-07-03,1340.069946,1403.880005,1340.069946,1340.069946,476.292236,82441
2000-07-04,1340.069946,1340.069946,1324.119995,1324.119995,470.623260,65598
2000-07-05,1308.160034,1308.160034,1298.589966,1298.589966,461.549225,206541
2000-07-06,1292.209961,1292.209961,1292.209961,1292.209961,459.281708,47671
2000-07-07,1292.209961,1292.209961,1292.209961,1292.209961,459.281708,0
2000-07-10,1340.069946,1340.069946,1308.160034,1308.160034,464.950684,0
2000-07-11,1308.160034,1308.160034,1308.160034,1308.160034,464.950684,182722
