Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,609.114014,609.114014,594.257996,594.257996,411.892426,48689
2000-01-05,569.497009,594.257996,544.736023,594.257996,411.892426,19292
2000-01-06,594.257996,594.257996,594.257996,594.257996,411.892426,573219
2000-01-07,584.353027,599.210022,584.353027,584.353027,405.027069,113137
2000-01-10,594.257996,599.210022,594.257996,599.210022,415.324738,374096
2000-01-11,600.200012,619.018005,599.210022,614.065979,425.621704,106154
2000-01-12,604.161987,608.124023,604.161987,604.161987,418.757080,213611
2000-01-13,604.161987,605.151978,604.161987,604.161987,418.757080,1100579
2000-01-14,604.161987,609.114014,604.161987,609.114014,422.189331,194410
2000-01-17,594.257996,610.104980,594.257996,610.104980,422.876343,133703
2000-01-18,610.104980,633.875000,610.104980,633.875000,439.351807,89423
2000-01-19,633.875000,653.682983,633.875000,653.682983,453.081024,5169199
2000-01-20,628.922974,653.682983,623.971008,643.778992,446.216431,209523
2000-01-21,643.778992,643.778992,643.778992,648.731018,449.648743,31954
2000-01-24,648.731018,648.731018,643.778992,643.778992,446.216431,59400
2000-01-25,643.778992,643.778992,643.778992,643.778992,446.216431,106597
2000-01-26,643.778992,644.770020,643.778992,644.770020,446.903320,36988
2000-01-27,644.770020,650.711975,644.770020,651.703003,451.708710,67021
2000-01-28,651.703003,683.395996,651.703003,668.539978,463.378754,848413
2000-01-31,643.778992,658.635986,643.778992,658.635986,456.514191,98428
2000-02-01,658.635986,667.549011,658.635986,658.635986,456.514191,613958
2000-02-02,668.539978,673.492004,668.539978,668.539978,463.378754,114127
2000-02-03,665.568970,665.568970,653.682983,662.596985,459.259552,180208
2000-02-04,654.674011,654.674011,643.778992,643.778992,446.216431,266460
2000-02-07,643.778992,648.731018,643.778992,643.778992,446.216431,30952
2000-02-08,643.778992,643.778992,643.778992,643.778992,446.216431,247324
2000-02-09,643.778992,648.731018,643.778992,643.778992,446.216431,6926
2000-02-10,643.778992,648.731018,643.778992,644.770020,446.903320,1329389
2000-02-11,643.778992,643.778992,643.778992,644.770020,446.903320,136520
2000-02-14,644.770020,644.770020,644.770020,644.770020,446.903320,6388
2000-02-15,644.770020,653.682983,644.770020,644.770020,446.903320,24327
2000-02-16,653.682983,653.682983,652.692993,653.682983,453.081024,177056
2000-02-17,653.682983,653.682983,648.731018,653.682983,453.081024,145478
2000-02-18,653.682983,663.588013,653.682983,653.682983,453.081024,178638
2000-02-21,659.625977,659.625977,658.635986,658.635986,456.514191,2806164
2000-02-22,653.682983,653.682983,643.778992,643.778992,446.216431,15148
2000-02-23,643.778992,643.778992,638.827026,638.827026,442.784058,216536
2000-02-24,638.827026,643.778992,638.827026,638.827026,442.784058,361111
2000-02-25,638.827026,653.682983,638.827026,643.778992,446.216431,70275
2000-02-28,643.778992,653.682983,643.778992,643.778992,446.216431,6215338
2000-02-29,653.682983,653.682983,643.778992,651.703003,451.708710,691982
